"gene","US","MH","GH","AN","sum","max_PBE","max_PBE_pop","chr","pos","max_PCAdapt","description","pathway_name","pathway_id","heatmap"
"Zm00001d042883",1,0,0,1,2,1.61474881710442,"AN",NA,NA,NA,"Probable methyltransferase PMT10","choline biosynthesis I","PWY-3385",6
"Zm00001d016720",1,0,1,0,2,1.1006452959065,"US",5,174146922,13.4284485507873,"Serine decarboxylase","choline biosynthesis I","PWY-3385",6
"Zm00001d008827",0,0,1,1,2,1.05388169045947,"AN",8,21837793,1.19343609850711,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d053853",1,0,0,1,2,0.955613646249315,"AN",4,242206302,0.722461799213292,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d005808",1,1,0,0,2,0.630565374708005,"MH",2,189452279,0.39074476997409,"Probable ethanolamine kinase","choline biosynthesis I","PWY-3385",6
"Zm00001d014036",1,0,1,0,2,0.599376146318142,"GH",5,29983597,0.0770016341405772,"Probable methyltransferase PMT3","choline biosynthesis I","PWY-3385",6
"Zm00001d032703",0,1,0,0,1,1.24375451574449,"MH",1,235326227,23.015264952763,"Probable methyltransferase PMT3","choline biosynthesis I","PWY-3385",6
"Zm00001d038891",0,0,0,1,1,0.803311771071037,"AN",6,166506800,1.48053191775736,"Phosphoethanolamine N-methyltransferase 3","choline biosynthesis I","PWY-3385",6
"Zm00001d043770",1,0,0,0,1,0.744979639136625,"US",3,209513000,5.37284825826114,"Phosphoethanolamine N-methyltransferase 3","choline biosynthesis I","PWY-3385",6
"Zm00001d020612",1,0,0,0,1,0.64936894672709,"US",7,125097478,8.71391646658963,"Choline/ethanolamine kinase  ","choline biosynthesis I","PWY-3385",6
"Zm00001d009280",0,1,0,0,1,0.549305894334117,"MH",8,50948208,207.548023040866,NA,"choline biosynthesis I","PWY-3385",6
"Zm00001d050694",1,0,0,0,1,0.478319780375382,"US",4,116207780,8.60062269284119,"Serine decarboxylase","choline biosynthesis I","PWY-3385",6
"Zm00001d009859",1,0,0,0,1,0.478319780375382,"US",NA,NA,NA,"Ankyrin like protein  ","choline biosynthesis I","PWY-3385",6
"Zm00001d043652",0,0,0,0,0,0.430215341679356,"AN",3,206064626,0.31547447562196,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d010257",0,0,0,0,0,0.330624882850874,"GH",8,106411135,0.147396493789282,NA,"choline biosynthesis I","PWY-3385",6
"Zm00001d038824",0,0,0,0,0,0.261003703070299,"US",6,165278736,4.51796554004163,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d025632",0,0,0,0,0,0.158216037099728,"MH",NA,NA,NA,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d016301",0,0,0,0,0,NA,NA,5,156275822,3.31563120234811,"Inorganic pyrophosphatase 1","choline biosynthesis I","PWY-3385",6
"Zm00001d043771",0,0,0,0,0,NA,NA,3,209623041,0.000452102143860662,"Putative phosphoethanolamine N-methyltransferase  ","choline biosynthesis I","PWY-3385",6
"Zm00001d025636",0,0,0,0,0,NA,NA,NA,NA,NA,"Probable choline kinase 2","choline biosynthesis I","PWY-3385",6
"Zm00001d042152",1,1,1,1,4,1.11256509005226,"US",3,153905756,0.855823967032721,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d024967",1,1,1,0,3,1.08410029191347,"US",10,97279080,1.78228043614644,"Glycerol-3-phosphate dehydrogenase SDP6 mitochondrial","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d012567",0,1,1,0,2,0.802186819094793,"AN",8,176769416,1.48265122625566,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d010670",1,0,0,0,1,1.11256509005226,"US",8,123789609,0.438136367118583,"Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d019218",0,0,1,0,1,1.06090376454905,"AN",7,22319259,6.33438706015834,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 chloroplastic","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d041962",0,0,0,0,0,0.332726489842624,"GH",NA,NA,NA,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 chloroplastic","glycerol-3-phosphate shuttle","PWY-6118",7
"Zm00001d014386",1,1,1,1,4,1.10388064822764,"US",5,44144606,6.89546034221829,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d006507",1,1,1,1,4,1.07954328277888,"GH",2,210159983,23.6414439589248,"Phospholipase A I","phospholipases","LIPASYN-PWY",8
"Zm00001d028482",1,1,1,0,3,1.38576153387033,"AN",1,36512600,15.2535297947243,"Patatin-like protein 3  ","phospholipases","LIPASYN-PWY",8
"Zm00001d021131",1,1,1,0,3,1.27334454589114,"GH",7,143430635,0.000944971733454614,"Phospholipase A(1) LCAT3","phospholipases","LIPASYN-PWY",8
"Zm00001d033683",0,1,1,1,3,1.25743747033311,"AN",1,271131943,1.35443621752142,"Phospholipase A2  ","phospholipases","LIPASYN-PWY",8
"Zm00001d029955",1,1,0,1,3,1.17568812858199,"MH",1,96293690,1.10006464038959,"Phospholipase A1-Ibeta2 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d014906",1,1,1,0,3,1.08410029191347,"US",5,67678882,2.57530617965716,"Phosphoinositide phospholipase C 4","phospholipases","LIPASYN-PWY",8
"Zm00001d039542",1,1,0,1,3,1.00745201027138,"MH",3,7736885,110.282977088813,"Phospholipase A1-Igamma1 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d037643",1,1,1,0,3,0.844647131150473,"GH",6,132728067,1.01229559261543," phospholipase D4","phospholipases","LIPASYN-PWY",8
"Zm00001d047447",1,0,1,1,3,0.793828142247621,"AN",9,130370415,25.7273108414035,"Phosphoinositide phospholipase C 2","phospholipases","LIPASYN-PWY",8
"Zm00001d044052",1,1,1,0,3,0.756013878515939,"AN",3,217884125,16.6731251035771,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d052616",1,1,1,0,3,0.755478418898403,"AN",4,194839040,0.55365863533906,"Phospholipase A2  ","phospholipases","LIPASYN-PWY",8
"Zm00001d005770",1,1,1,0,3,0.694118210993956,"AN",2,187675666,0.680620007732532," phospholipase D8","phospholipases","LIPASYN-PWY",8
"Zm00001d028746",1,0,1,0,2,1.85102335671975,"AN",1,45176202,21.2837264851074,"Phosphoinositide phospholipase C 4","phospholipases","LIPASYN-PWY",8
"Zm00001d006231",1,1,0,0,2,1.56511152729365,"US",2,202416608,0.777615290804503,"PLC-like phosphodiesterases superfamily protein","phospholipases","LIPASYN-PWY",8
"Zm00001d046508",0,0,1,1,2,1.25743747033311,"AN",9,93068252,0.294554453520708," phospholipase D5","phospholipases","LIPASYN-PWY",8
"Zm00001d031053",0,1,1,0,2,1.19482833053658,"AN",1,174876795,2.52974458202481,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d022594",0,1,1,0,2,1.04780560142743,"AN",7,180729142,2.27118116872685," phospholipase D11","phospholipases","LIPASYN-PWY",8
"Zm00001d012147",0,1,1,0,2,1.02209854853866,"AN",8,168883729,7.65031204673344,"Galactolipase DONGLE chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d029684",0,1,0,1,2,0.991885260911239,"GH",1,82574696,47.8183615312549," phospholipase D9","phospholipases","LIPASYN-PWY",8
"Zm00001d007229",1,1,0,0,2,0.96248651436401,"GH",2,225212491,6.93329707271429,"Phosphoinositide phospholipase C 4","phospholipases","LIPASYN-PWY",8
"Zm00001d011056",1,0,1,0,2,0.955613646249315,"AN",8,137538482,0.0604287137074357,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d042763",1,1,0,0,2,0.885462266473096,"GH",3,179103617,0.995818946102268,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d048742",0,1,0,1,2,0.85237412945297,"MH",4,4831819,0.000457220933336482,"Phospholipase A I","phospholipases","LIPASYN-PWY",8
"Zm00001d007079",1,0,1,0,2,0.841305855899181,"AN",2,221788437,3.95361139645478,"Phospholipase A2 family protein","phospholipases","LIPASYN-PWY",8
"Zm00001d033254",1,0,0,1,2,0.762777328774206,"US",1,256162991,18.1632927852037,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d017457",1,1,0,0,2,0.538867884100833,"US",5,196444666,7.25385296219852,"Phospholipase A1-Ibeta2 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d036718",1,0,0,0,1,1.27695764888327,"US",6,98735107,1.3209664995825,"Phospholipase D Z","phospholipases","LIPASYN-PWY",8
"Zm00001d027386",0,0,1,0,1,1.1810847094608,"AN",1,4135558,16.3467950093259," phospholipase D15","phospholipases","LIPASYN-PWY",8
"Zm00001d010463",0,0,1,0,1,1.17463994656545,"AN",8,116489968,14.0197618878169,"Phospholipase A1-Igamma1 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d034340",1,0,0,0,1,1.08410029191347,"US",1,290231131,1.21277648469316,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d018554",0,0,1,0,1,1.01755843017493,"AN",5,222955296,3.92417529730279,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d035638",0,0,1,0,1,0.845643177089361,"AN",NA,NA,NA,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d015033",0,0,1,0,1,0.76043637122979,"AN",5,72856886,3.76437984785798," phospholipase D17","phospholipases","LIPASYN-PWY",8
"Zm00001d008727",0,0,0,1,1,0.723919839227199,"MH",8,17944712,3.87676886219074," phospholipase D2","phospholipases","LIPASYN-PWY",8
"Zm00001d031066",1,0,0,0,1,0.709051867319864,"US",1,175633015,21.2250008793938,"alpha/beta-Hydrolases superfamily protein","phospholipases","LIPASYN-PWY",8
"Zm00001d021646",0,0,0,1,1,0.707232138686327,"MH",7,158959773,9.26053803893056,"Phospholipase A I","phospholipases","LIPASYN-PWY",8
"Zm00001d050470",0,0,0,1,1,0.707232138686327,"MH",4,91093046,3.70273312239737,"Phospholipase D beta 1","phospholipases","LIPASYN-PWY",8
"Zm00001d005911",0,0,1,0,1,0.706211721733068,"AN",2,192482383,0.754671634463688,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d040058",0,0,0,1,1,0.702156633311324,"MH",3,25406966,2.72492512609022,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d031814",0,0,1,0,1,0.667463626726026,"AN",1,202667842,0.609284451446906,"Patatin class 1  ","phospholipases","LIPASYN-PWY",8
"Zm00001d034875",0,0,1,0,1,0.630450387429991,"AN",1,304511353,1.84407572327511,"Non-specific phospholipase C4","phospholipases","LIPASYN-PWY",8
"Zm00001d019463",0,0,1,0,1,0.624624691204593,"AN",7,35181075,3.59021474489248,"Lipase  ","phospholipases","LIPASYN-PWY",8
"Zm00001d052923",1,0,0,0,1,0.607320878832801,"US",NA,NA,NA,"Patatin-like protein 3","phospholipases","LIPASYN-PWY",8
"Zm00001d009075",0,0,1,0,1,0.583767280763106,"AN",8,34795897,25.6189861972948," phospholipase D16","phospholipases","LIPASYN-PWY",8
"Zm00001d039087",0,0,1,0,1,0.582388834556658,"AN",6,169787212,8.01254305707632,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d039088",0,0,1,0,1,0.582388834556658,"AN",6,169787212,8.01254305707632,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d036256",0,0,0,1,1,0.490414626505863,"MH",6,80112077,7.77122770049839,"Phospholipase A1-Igamma1 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d015256",0,1,0,0,1,0.486274264947507,"GH",NA,NA,NA,"Phospholipase D beta 1","phospholipases","LIPASYN-PWY",8
"Zm00001d044053",0,0,0,0,0,0.526734575667662,"AN",3,217884125,16.6731251035771,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d049594",0,0,0,0,0,0.50360772990143,"AN",4,36633560,4.09250687868741,"Phospholipase A1-Ibeta2 chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d041481",0,0,0,0,0,0.498097001475182,"AN",3,122814707,18.3428207002063,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d038167",0,0,0,0,0,0.482674090967882,"AN",6,150270791,4.16213547245937,"Lipase  ","phospholipases","LIPASYN-PWY",8
"Zm00001d049154",0,0,0,0,0,0.465413277348563,"AN",4,18124620,3.86921669717419,"Galactolipase DONGLE chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d033256",0,0,0,0,0,0.450106676222371,"AN",1,256162991,18.1632927852037,"Patatin-like protein 6","phospholipases","LIPASYN-PWY",8
"Zm00001d012152",0,0,0,0,0,0.421138991759077,"AN",8,168997387,5.70116066081362,"Galactolipase DONGLE chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d009261",0,0,0,0,0,0.391363653642737,"AN",NA,NA,NA,"Phospholipase A I","phospholipases","LIPASYN-PWY",8
"Zm00001d029412",0,0,0,0,0,0.373053017274228,"US",1,69429450,6.88380502050267,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d015818",0,0,0,0,0,0.370625350398008,"AN",NA,NA,NA,"Phospholipase D gamma 1","phospholipases","LIPASYN-PWY",8
"Zm00001d006257",0,0,0,0,0,0.329874097762972,"US",2,202917681,4.32099151379832," phospholipase D10","phospholipases","LIPASYN-PWY",8
"Zm00001d028505",0,0,0,0,0,0.321937629879319,"MH",1,37344155,10.031544179058,"Phospholipase A2-alpha","phospholipases","LIPASYN-PWY",8
"Zm00001d023573",0,0,0,0,0,0.313614609697137,"AN",NA,NA,NA,"Phospholipase D alpha 3","phospholipases","LIPASYN-PWY",8
"Zm00001d011477",0,0,0,0,0,0.305129396740801,"MH",8,151688431,0.68323308907096,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d037946",0,0,0,0,0,0.305129396740801,"MH",6,143060630,0.00631464024240541," phospholipase D13","phospholipases","LIPASYN-PWY",8
"Zm00001d031811",0,0,0,0,0,0.281544022569068,"AN",1,202550784,3.26052375523009,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d005484",0,0,0,0,0,0.278664457957761,"AN",2,175598171,24.222049517261," phospholipase D12","phospholipases","LIPASYN-PWY",8
"Zm00001d031815",0,0,0,0,0,0.278664457957761,"AN",1,202687635,2.67193669724096,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d039670",0,0,0,0,0,0.274762921660518,"AN",3,11504827,4.58008213823262," phospholipase D1","phospholipases","LIPASYN-PWY",8
"Zm00001d007616",0,0,0,0,0,0.24415859906776,"US",NA,NA,NA,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d007618",0,0,0,0,0,0.24415859906776,"US",NA,NA,NA,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d007604",0,0,0,0,0,0.220057051969004,"MH",2,236089227,3.1336941243325,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d029397",0,0,0,0,0,0.213029924064258,"AN",1,68937374,1.87972187585449," phospholipase D7","phospholipases","LIPASYN-PWY",8
"Zm00001d043680",0,0,0,0,0,0.210656420288466,"AN",3,207109667,0.386305403339722,"Phospholipase A1-IIdelta","phospholipases","LIPASYN-PWY",8
"Zm00001d042057",0,0,0,0,0,0.162999745162783,"GH",3,148971485,0.528631079580463,"Non-specific phospholipase C2","phospholipases","LIPASYN-PWY",8
"Zm00001d029232",0,0,0,0,0,0.149521698677959,"AN",1,63242445,13.6406822736033,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d038307",0,0,0,0,0,0.139324910843555,"AN",NA,NA,NA,"Glutathione S-transferase family protein","phospholipases","LIPASYN-PWY",8
"Zm00001d031813",0,0,0,0,0,0.138605144625538,"MH",1,202635650,1.71410457719156,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d048841",0,0,0,0,0,0.0906318130089714,"GH",4,6234121,53.5982946820594,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d051836",0,0,0,0,0,NA,NA,4,171675931,61.7604195554865,"Phospholipase A2-beta","phospholipases","LIPASYN-PWY",8
"Zm00001d042486",0,0,0,0,0,NA,NA,3,169242236,6.53452819850472,"Galactolipase DONGLE chloroplastic","phospholipases","LIPASYN-PWY",8
"Zm00001d032907",0,0,0,0,0,NA,NA,1,242703710,6.24402786568933,"Non-specific phospholipase C4","phospholipases","LIPASYN-PWY",8
"Zm00001d007623",0,0,0,0,0,NA,NA,2,236374369,3.53938972299424,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d002319",0,0,0,0,0,NA,NA,2,10175707,1.91521113359178,"Lecithin-cholesterol acyltransferase-like 4","phospholipases","LIPASYN-PWY",8
"Zm00001d052481",0,0,0,0,0,NA,NA,4,190902715,0.81632943059665,"alpha/beta-Hydrolases superfamily protein","phospholipases","LIPASYN-PWY",8
"Zm00001d006262",0,0,0,0,0,NA,NA,2,203193579,0.472486268839147,"Phospholipase D delta","phospholipases","LIPASYN-PWY",8
"Zm00001d000037",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d000203",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d007620",0,0,0,0,0,NA,NA,NA,NA,NA,"Patatin-like protein 2","phospholipases","LIPASYN-PWY",8
"Zm00001d009639",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d013461",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A2-alpha","phospholipases","LIPASYN-PWY",8
"Zm00001d014903",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase C  ","phospholipases","LIPASYN-PWY",8
"Zm00001d018011",0,0,0,0,0,NA,NA,NA,NA,NA,"Lecithin-cholesterol acyltransferase-like 4","phospholipases","LIPASYN-PWY",8
"Zm00001d035640",0,0,0,0,0,NA,NA,NA,NA,NA,"Phospholipase A1-IIgamma","phospholipases","LIPASYN-PWY",8
"Zm00001d040916",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phospholipases","LIPASYN-PWY",8
"Zm00001d051974",0,0,0,0,0,NA,NA,NA,NA,NA,"Gamma-glutamylcyclotransferase 2-2","phospholipases","LIPASYN-PWY",8
"Zm00001d010373",1,1,1,1,4,1.25743747033311,"AN",NA,NA,NA,"Stem glycoprotein  ","phosphate acquisition","PWY-6348",9
"Zm00001d043291",1,1,1,1,4,0.666906171337203,"AN",3,194732182,35.2764081252434,"Purple acid phosphatase 10","phosphate acquisition","PWY-6348",9
"Zm00001d033056",1,1,0,1,3,1.65884221499747,"AN",1,248801801,37.3665215774916,"Purple acid phosphatase  ","phosphate acquisition","PWY-6348",9
"Zm00001d025343",0,1,1,1,3,1.10388064822764,"US",10,114919728,3.41814697191762,"Purple acid phosphatase 22","phosphate acquisition","PWY-6348",9
"Zm00001d009929",0,1,1,0,2,1.36769543193148,"GH",8,90225572,31.0095729384857,"Beta-propeller domain of methanol dehydrogenase type%3B Beta-propeller domains of methanol dehydrogenase type  ","phosphate acquisition","PWY-6348",9
"Zm00001d011734",1,0,0,1,2,1.22183043831496,"AN",8,160235234,4.75646536874206,"Inorganic pyrophosphatase 1","phosphate acquisition","PWY-6348",9
"Zm00001d033566",1,1,0,0,2,0.788673920372148,"AN",1,267274478,4.87256832456418,"Purple acid phosphatase 3","phosphate acquisition","PWY-6348",9
"Zm00001d031963",0,1,1,0,2,0.615499872967266,"GH",1,208077153,6.916284568862,"Low molecular weight protein-tyrosine-phosphatase slr0328  ","phosphate acquisition","PWY-6348",9
"Zm00001d016907",1,0,1,0,2,0.583767280763106,"AN",5,179682110,1.65132557888099,"Purple acid phosphatase 3","phosphate acquisition","PWY-6348",9
"Zm00001d003990",1,0,0,0,1,1.06090376454905,"AN",NA,NA,NA,"Purple acid phosphatase 3","phosphate acquisition","PWY-6348",9
"Zm00001d036978",0,0,1,0,1,0.863442622435122,"GH",6,108109467,42.7522646703056,"HAD superfamily subfamily IIIB acid phosphatase","phosphate acquisition","PWY-6348",9
"Zm00001d023918",0,0,1,0,1,0.821737283297166,"GH",10,28214613,0.748865444019488,"Purple acid phosphatase 10","phosphate acquisition","PWY-6348",9
"Zm00001d039195",0,0,0,1,1,0.56399786339496,"AN",6,172335363,12.3966815071576,"Purple acid phosphatase 10","phosphate acquisition","PWY-6348",9
"Zm00001d043621",0,0,1,0,1,0.528886884074045,"GH",3,205389664,3.10630512575561,"Phosphatase phospho1  ","phosphate acquisition","PWY-6348",9
"Zm00001d036107",0,0,0,1,1,0.495766621504343,"US",6,72485364,3.48805779176307,"HAD superfamily subfamily IIIB acid phosphatase","phosphate acquisition","PWY-6348",9
"Zm00001d037680",0,0,1,0,1,0.442539561055506,"GH",6,133851623,1.37934907719177,"Vegetative storage protein 2","phosphate acquisition","PWY-6348",9
"Zm00001d037681",0,0,1,0,1,0.442539561055506,"GH",6,133851623,1.37934907719177,"Vegetative storage protein 2","phosphate acquisition","PWY-6348",9
"Zm00001d028367",0,0,0,1,1,0.396605964562612,"US",1,32293444,1.94321777807523,"Purple acid phosphatase 3","phosphate acquisition","PWY-6348",9
"Zm00001d046593",0,0,0,0,0,0.393323723703918,"GH",9,97673683,38.9692873826944," acid phosphatase1","phosphate acquisition","PWY-6348",9
"Zm00001d022431",0,0,0,0,0,0.37130565357317,"AN",7,177586993,0.0431555186007288,"HAD superfamily subfamily IIIB acid phosphatase","phosphate acquisition","PWY-6348",9
"Zm00001d046049",0,0,0,0,0,0.343830251570924,"AN",NA,NA,NA,"protein tyrosine phosphatases;protein tyrosine phosphatases","phosphate acquisition","PWY-6348",9
"Zm00001d011284",0,0,0,0,0,0.296689728151972,"US",8,145784133,2.77750117275908,"Inorganic pyrophosphatase 1","phosphate acquisition","PWY-6348",9
"Zm00001d029038",0,0,0,0,0,0.229908643320786,"AN",1,55704716,5.79075789302319,"HAD superfamily subfamily IIIB acid phosphatase","phosphate acquisition","PWY-6348",9
"Zm00001d045404",0,0,0,0,0,0.190856976443235,"AN",9,20778338,7.37843798074415,"Acid phosphatase 1  ","phosphate acquisition","PWY-6348",9
"Zm00001d053094",0,0,0,0,0,0.177086181860383,"MH",4,213447587,9.64947846128387,"Purple acid phosphatase 3","phosphate acquisition","PWY-6348",9
"Zm00001d023410",0,0,0,0,0,0.162267478692284,"US",10,5030372,1.00327731166983,"Probable purple acid phosphatase 20","phosphate acquisition","PWY-6348",9
"Zm00001d023404",0,0,0,0,0,0.131948256399454,"GH",10,4839187,0.000949100052059515,"Probable purple acid phosphatase 20","phosphate acquisition","PWY-6348",9
"Zm00001d028368",0,0,0,0,0,NA,NA,1,32327365,17.2015449119165,"Purple acid phosphatase 1  ","phosphate acquisition","PWY-6348",9
"Zm00001d053145",0,0,0,0,0,NA,NA,4,216139696,1.44054272367237,"Purple acid phosphatase 22","phosphate acquisition","PWY-6348",9
"Zm00001d000344",0,0,0,0,0,NA,NA,NA,NA,NA,NA,"phosphate acquisition","PWY-6348",9
"Zm00001d006837",1,1,1,0,3,1.80512837049319,"AN",2,217663179,4.41812703841451,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d011642",0,1,1,1,3,1.19880858143629,"AN",8,157263627,8.88420476811749,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d042883",1,0,1,0,2,1.61474881710442,"AN",NA,NA,NA,"Probable methyltransferase PMT10","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d014036",1,1,0,0,2,0.599376146318142,"GH",5,29983597,0.0770016341405772,"Probable methyltransferase PMT3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d032703",0,0,0,1,1,1.24375451574449,"MH",1,235326227,23.015264952763,"Probable methyltransferase PMT3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d038891",0,0,1,0,1,0.803311771071037,"AN",6,166506800,1.48053191775736,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d043770",1,0,0,0,1,0.744979639136625,"US",3,209513000,5.37284825826114,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d009280",0,0,0,1,1,0.549305894334117,"MH",8,50948208,207.548023040866,NA,"phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d051063",0,0,0,1,1,0.485389931306624,"MH",4,140062433,12.6697555878955,"Phosphatidyl-N-methylethanolamine N-methyltransferase","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d009859",1,0,0,0,1,0.478319780375382,"US",NA,NA,NA,"Ankyrin like protein  ","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d010257",0,0,0,0,0,0.330624882850874,"GH",8,106411135,0.147396493789282,NA,"phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d043771",0,0,0,0,0,NA,NA,3,209623041,0.000452102143860662,"Putative phosphoethanolamine N-methyltransferase  ","phosphatidylcholine biosynthesis IV","PWY4FS-4",10
"Zm00001d006837",1,1,1,0,3,1.80512837049319,"AN",2,217663179,4.41812703841451,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d011642",0,1,1,1,3,1.19880858143629,"AN",8,157263627,8.88420476811749,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d042883",1,0,1,0,2,1.61474881710442,"AN",NA,NA,NA,"Probable methyltransferase PMT10","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d014036",1,1,0,0,2,0.599376146318142,"GH",5,29983597,0.0770016341405772,"Probable methyltransferase PMT3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d032703",0,0,0,1,1,1.24375451574449,"MH",1,235326227,23.015264952763,"Probable methyltransferase PMT3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d038891",0,0,1,0,1,0.803311771071037,"AN",6,166506800,1.48053191775736,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d043770",1,0,0,0,1,0.744979639136625,"US",3,209513000,5.37284825826114,"Phosphoethanolamine N-methyltransferase 3","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d009280",0,0,0,1,1,0.549305894334117,"MH",8,50948208,207.548023040866,NA,"phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d051063",0,0,0,1,1,0.485389931306624,"MH",4,140062433,12.6697555878955,"Phosphatidyl-N-methylethanolamine N-methyltransferase","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d009859",1,0,0,0,1,0.478319780375382,"US",NA,NA,NA,"Ankyrin like protein  ","phosphatidylcholine biosynthesis III","PWY4FS-3",11
"Zm00001d010257",0,0,0,0,0,0.330624882850874,"GH",8,106411135,0.147396493789282,NA,"phosphatidylcholine biosynthesis III","PWY4FS-3",11
