gene,US,MH,GH,AN,sum,max_PBE,max_PBE_pop,chr,pos,max_PCAdapt,enzyme_descriptors,pathway_ids,pathway_names
Zm00001d031053,0,0,1,1,2,1.19482833053658,AN,1,174876795,2.52974458202481,Patatin-like protein 6,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d031412,0,1,0,1,2,1.19482833053658,AN,1,189294347,2.43990088424863,Glycerophosphodiester phosphodiesterase GDPDL3,PWY-6952,glycerophosphodiester degradation
Zm00001d014425,0,1,1,0,2,1.1897731670655,MH,5,46343893,134.293008319,Glycerol-3-phosphate acyltransferase  ,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d038389,0,1,0,1,2,1.1810847094608,AN,6,156208642,1.25715055552286,Phosphatidate phosphatase PAH1,TRIGLSYN-PWY | zma00561 | zma00564,diacylglycerol and triacylglycerol biosynthesis
Zm00001d050219,0,1,0,1,2,1.13943428318837,MH,4,74339898,0.412129701127605,Phosphatidylinositol 3-kinase VPS34,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d043267,1,1,0,0,2,1.11256509005226,US,3,193840470,68.9391869846264,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d016720,1,0,1,0,2,1.1006452959065,US,5,174146922,13.4284485507873,Serine decarboxylase,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d048258,0,0,1,1,2,1.07954328277888,GH,9,153383404,2.07225740301422,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d008827,0,0,1,1,2,1.05388169045947,AN,8,21837793,1.19343609850711,Probable choline kinase 2,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY3O-450 | PWY4FS-5 | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis I | superpathway of phosphatidylcholine biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d022594,0,0,1,1,2,1.04780560142743,AN,7,180729142,2.27118116872685, phospholipase D11,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d049734,1,0,0,1,2,1.04251994411329,AN,4,42103210,15.3965935364135,Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  ,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d018303,0,0,1,1,2,1.03331416066248,GH,5,218169818,0.415093674680838,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d020828,1,0,0,1,2,1.02209854853866,AN,7,134116681,40.9754908823228,Phosphatidylinositol 3-and 4-kinase family-like  ,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d012147,0,0,1,1,2,1.02209854853866,AN,8,168883729,7.65031204673344,Galactolipase DONGLE chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d028868,0,0,1,1,2,1.02031149641497,AN,1,49092683,3.65296802953608,Acetate/butyrate--CoA ligase AAE7 peroxisomal,PWY-6803,phosphatidylcholine acyl editing
Zm00001d024723,1,0,0,1,2,1.016036468077,AN,10,85134173,2.04969143158195,Long chain acyl-CoA synthetase 1,PWY-6803,phosphatidylcholine acyl editing
Zm00001d038363,0,1,0,1,2,1.016036468077,AN,6,155606429,4.86145894856883,Putative oxidoreductase%2C aldo/keto reductase family protein  ,zma00561,NA
Zm00001d038365,0,1,0,1,2,1.016036468077,AN,6,155606429,4.86145894856883,Aldo-keto reductase family 4 member C9,zma00561,NA
Zm00001d039653,1,0,1,0,2,1.01586993827625,US,3,10752735,8.9703399140684, multidrug resistance associated protein7,zma00564,NA
Zm00001d010943,1,0,0,1,2,1.01001773709855,AN,8,134420534,17.4524992972747,Long chain acyl-CoA synthetase 1,PWY-6803,phosphatidylcholine acyl editing
Zm00001d043484,0,1,1,0,2,1.00242644234479,MH,3,201618931,21.3695871383418,NA,PWY-6803,phosphatidylcholine acyl editing
Zm00001d011430,1,1,0,0,2,1.00242644234479,MH,8,150347565,1.82082871746423,Glycerol-3-phosphate acyltransferase 1,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d029211,0,1,1,0,2,0.991885260911239,GH,1,62496567,14.6567225819492,Phosphatidylinositol 4-phosphate 5-kinase 6,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d029684,0,1,1,0,2,0.991885260911239,GH,1,82574696,47.8183615312549, phospholipase D9,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d007229,1,0,1,0,2,0.96248651436401,GH,2,225212491,6.93329707271429,Phosphoinositide phospholipase C 4,LIPASYN-PWY | PWY-6351 | PWY-7039,"phospholipases | D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d053853,1,0,0,1,2,0.955613646249315,AN,4,242206302,0.722461799213292,Probable choline kinase 2,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d011056,1,0,0,1,2,0.955613646249315,AN,8,137538482,0.060428713707436,Phospholipase A1-IIgamma,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d005882,1,1,0,0,2,0.947406583009813,US,2,191713977,3.46581014103093,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401,galactolipid biosynthesis I
Zm00001d023270,1,0,0,1,2,0.938743726360862,AN,10,1788689,2.63500168902993,NA,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d014308,0,0,1,1,2,0.925004283225234,AN,NA,NA,NA,GDSL esterase/lipase EXL3,LIPAS-PWY,triacylglycerol degradation
Zm00001d017767,1,0,0,1,2,0.925004283225234,AN,5,206254011,16.3987654129182,Lipid phosphate phosphatase epsilon 2 chloroplastic,TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis
Zm00001d042763,1,0,1,0,2,0.885462266473096,GH,3,179103617,0.995818946102268,NA,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d025670,1,0,0,1,2,0.877151362936673,AN,10,125785930,6.37217551508954,Glycerophosphodiester phosphodiesterase GDPDL3,PWY-6952,glycerophosphodiester degradation
Zm00001d041624,1,0,0,1,2,0.877151362936673,AN,3,129824113,33.2615716179038,Mono-/di-acylglycerol lipase N-terminal;Lipase class 3,LIPAS-PWY,triacylglycerol degradation
Zm00001d019721,1,1,0,0,2,0.872784626712847,MH,7,53795064,52.474357060104,Triacylglycerol lipase 1,LIPAS-PWY,triacylglycerol degradation
Zm00001d048742,0,1,1,0,2,0.85237412945297,MH,4,4831819,0.000457220933336,Phospholipase A I,LIPASYN-PWY | PWY-6803,phospholipases | phosphatidylcholine acyl editing
Zm00001d009726,1,0,1,0,2,0.850111893877435,GH,8,77924068,72.5145445943334,alpha/beta-Hydrolases superfamily protein,zma00564,NA
Zm00001d042153,1,0,1,0,2,0.844647131150473,GH,3,153905756,0.855823967032721,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d023984,0,1,0,1,2,0.841305855899181,AN,10,34282359,20.7943145766227,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d007079,1,0,0,1,2,0.841305855899181,AN,2,221788437,3.95361139645478,Phospholipase A2 family protein,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d034917,0,1,0,1,2,0.832217638500531,AN,1,305583600,1.54794224075873,GDSL esterase/lipase EXL3,LIPAS-PWY,triacylglycerol degradation
Zm00001d006042,1,0,1,0,2,0.823012581306453,US,2,196149392,10.3125539722361,Cysteine/Histidine-rich C1 domain family protein,PWY-7039,"phosphatidate metabolism, as a signaling molecule"
Zm00001d033807,0,1,1,0,2,0.82184456158221,GH,NA,NA,NA,Diacylglycerol kinase 5,PWY-7039,"phosphatidate metabolism, as a signaling molecule"
Zm00001d031653,1,0,1,0,2,0.821737283297166,GH,1,197487604,3.13044071345209,Glycerophosphodiester phosphodiesterase GDPD2,PWY-6952 | zma00564,glycerophosphodiester degradation
Zm00001d007716,1,0,1,0,2,0.821737283297166,GH,2,238073034,0.493841997652563,Galactolipid galactosyltransferase SFR2 chloroplastic,zma00561,NA
Zm00001d018286,1,0,1,0,2,0.821737283297166,GH,5,217937286,2.244766325891,Mono-/di-acylglycerol lipase N-terminal;Lipase class 3,LIPAS-PWY,triacylglycerol degradation
Zm00001d037223,0,0,1,1,2,0.821737283297166,GH,6,116532462,2.60719837786045,Putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d021675,1,0,1,0,2,0.821737283297166,GH,7,159790282,7.17029164702211,glycerol-3-phosphate acyltransferase 9,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY | zma00561 | zma00564,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d005019,0,1,1,0,2,0.805735339016121,GH,2,154109236,6.5354575061575,Acyl-CoA synthetase long-chain family member 3  ,PWY-6803,phosphatidylcholine acyl editing
Zm00001d011927,0,0,1,1,2,0.803311771071037,AN,8,164788135,5.24974431901891,Phospholipid/glycerol acyltransferase family protein,PWY-6803 | PWY-7416 | TRIGLSYN-PWY | zma00564,"phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast) | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d035588,0,0,1,1,2,0.802994487742825,GH,6,35149877,31.2973687532653,Serine/threonine-protein kinase  ,zma00564,NA
Zm00001d012567,0,1,0,1,2,0.802186819094793,AN,8,176769416,1.48265122625566,Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic,PWY-6118 | zma00564,glycerol-3-phosphate shuttle
Zm00001d033566,0,1,0,1,2,0.788673920372148,AN,1,267274478,4.87256832456418,Purple acid phosphatase 3,PWY-6348,phosphate acquisition
Zm00001d008600,1,1,0,0,2,0.770223020473824,MH,8,14158307,10.0559668238299,Sulfoquinovosyl transferase SQD2,PWYQT-4427,sulfoquinovosyl diacylglycerol biosynthesis
Zm00001d033254,1,1,0,0,2,0.762777328774206,US,1,256162991,18.1632927852037,Patatin-like protein 6,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d014817,0,1,0,1,2,0.756013878515939,AN,5,64427141,6.94867919521516,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d014818,0,1,0,1,2,0.756013878515939,AN,5,64427141,6.94867919521516,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d045041,1,0,0,1,2,0.756013878515939,AN,9,10866131,8.26795349794062,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d023538,1,1,0,0,2,0.75203784838832,MH,10,9366294,1.72712521650113,Long chain acyl-CoA synthetase 9 chloroplastic,PWY-6803,phosphatidylcholine acyl editing
Zm00001d013924,1,1,0,0,2,0.75203784838832,MH,5,24943832,2.61322791758644,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d024413,0,1,0,1,2,0.745919956836142,AN,10,69712489,0.043221438449743,(DL)-glycerol-3-phosphatase 2,zma00561,NA
Zm00001d004642,0,1,1,0,2,0.740801734098681,MH,2,124723889,4.31584263691955,Digalactosyldiacylglycerol synthase 1 chloroplastic,PWY-401,galactolipid biosynthesis I
Zm00001d033797,1,0,0,1,2,0.708718217404909,AN,1,274045106,0.435088911275076,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY | zma00561,triacylglycerol degradation
Zm00001d030117,0,1,1,0,2,0.707232138686327,MH,1,107095765,0.027588943154461,Glycerol-3-phosphate acyltransferase chloroplastic,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d027445,0,1,0,1,2,0.674586135151123,AN,1,5472263,3.45849262431611,Sphingoid long-chain bases kinase 2 mitochondrial,PWY-7039,"phosphatidate metabolism, as a signaling molecule"
Zm00001d033645,0,1,0,1,2,0.65241558504351,AN,1,269526307,6.73268366376753,Phosphatidylinositol 4-phosphate 5-kinase 8,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d007082,1,0,0,1,2,0.65241558504351,AN,2,221862899,5.41223501374183,Phosphatidylinositol 4-phosphate 5-kinase 6,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d046254,0,0,1,1,2,0.647329349816427,AN,9,76891481,17.3818770552461,Anther-specific proline-rich protein APG  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d027887,1,0,1,0,2,0.636987659808708,US,1,16752101,12.9101212147466,Catalytic/ hydrolase  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d027888,1,0,1,0,2,0.636987659808708,US,1,16752101,12.9101212147466,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d008737,1,0,1,0,2,0.632953788413796,GH,8,18474790,2.51770850709642,Acyl-protein thioesterase 2  ,zma00564,NA
Zm00001d005808,1,1,0,0,2,0.630565374708005,MH,2,189452279,0.39074476997409,Probable ethanolamine kinase,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-6 | zma00564,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylethanolamine biosynthesis II
Zm00001d006153,1,0,1,0,2,0.628874146766941,US,2,199939530,4.25907286094638,1-acylglycerol-3-phosphate O-acyltransferase,PHOSLIPSYN2-PWY | PWY-5667 | PWY4FS-8 | TRIGLSYN-PWY,superpathway of phospholipid biosynthesis II (plants) | CDP-diacylglycerol biosynthesis I | phosphatidylglycerol biosynthesis II (non-plastidic) | diacylglycerol and triacylglycerol biosynthesis
Zm00001d047457,1,0,1,0,2,0.628874146766941,US,9,130803334,0.359201241084142,Phosphatidylinositol 4-phosphate 5-kinase 6,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d031963,0,1,1,0,2,0.615499872967266,GH,1,208077153,6.916284568862,Low molecular weight protein-tyrosine-phosphatase slr0328  ,PWY-6348,phosphate acquisition
Zm00001d018333,0,1,0,1,2,0.609043416191358,AN,5,218586358,14.324434822882,Diacylglycerol kinase  ,PWY-7039 | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule"
Zm00001d013469,1,0,1,0,2,0.599376146318142,GH,5,12340596,9.4803405937468,Putative phosphatidylinositol-4-phosphate-5-kinase  ,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d014036,1,0,1,0,2,0.599376146318142,GH,5,29983597,0.077001634140577,Probable methyltransferase PMT3,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d013920,1,0,1,0,2,0.584847227823541,GH,5,24853855,38.2235121730857,Phosphatidylinositol 4-phosphate 5-kinase 9,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d045706,0,1,1,0,2,0.584847227823541,GH,9,34507800,34.40895316335,Restorer of fertility2  ,zma00561,NA
Zm00001d016907,0,0,1,1,2,0.583767280763106,AN,5,179682110,1.65132557888099,Purple acid phosphatase 3,PWY-6348,phosphate acquisition
Zm00001d006229,1,1,0,0,2,0.568780044658524,US,2,202362965,3.7464999422273,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d006611,1,0,1,0,2,0.568780044658524,US,2,212551842,13.9267661221025,alpha/beta-Hydrolases superfamily protein,zma00561,NA
Zm00001d032888,1,1,0,0,2,0.5521354417362,AN,1,241512064,17.5356637961841,Anther-specific proline-rich protein APG  ,LIPAS-PWY,triacylglycerol degradation
Zm00001d009741,1,1,0,0,2,0.551611038748855,US,NA,NA,NA,Phosphatidylinositol 4-kinase gamma 3,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d032788,1,1,0,0,2,0.549305894334117,MH,1,238195933,27.0695567409709,GDSL esterase/lipase LTL1,LIPAS-PWY,triacylglycerol degradation
Zm00001d003703,1,0,1,0,2,0.543740493534016,AN,2,55398360,0.877631440056405,Lipid phosphate phosphatase delta,TRIGLSYN-PWY,diacylglycerol and triacylglycerol biosynthesis
Zm00001d017457,1,0,1,0,2,0.538867884100833,US,5,196444666,7.25385296219852,Phospholipase A1-Ibeta2 chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d008458,0,1,1,0,2,0.528886884074045,GH,NA,NA,NA,Cysteine-rich receptor-like protein kinase 37,PWY-6952,glycerophosphodiester degradation
Zm00001d021490,1,1,0,0,2,0.509634666570467,US,7,153920366,44.6650692514727,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d043947,1,1,0,0,2,0.445553027037523,US,3,214419696,0.167228429636203,Lipid phosphate phosphatase 2,PWY-7039 | TRIGLSYN-PWY,"phosphatidate metabolism, as a signaling molecule | diacylglycerol and triacylglycerol biosynthesis"
Zm00001d022120,0,0,0,1,1,1.80512837049319,AN,7,170790822,2.08079504848981,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d038936,0,0,0,1,1,1.49935287921439,AN,6,167333180,3.94049463557529,CDP-diacylglycerol--serine O-phosphatidyltransferase 1,PHOSLIPSYN2-PWY | PWY-5669,superpathway of phospholipid biosynthesis II (plants) | phosphatidylethanolamine biosynthesis I
Zm00001d037332,0,0,0,1,1,1.38576153387033,AN,6,121765225,1.26498994864395,Putative 1-phosphatidylinositol-4-phosphate 5-kinase/ zinc ion binding family  ,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d024961,0,1,0,0,1,1.35402524340863,MH,10,96956383,3.39637984224234,Serine/threonine protein kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d028211,0,0,0,1,1,1.3371415630685,AN,1,26517865,1.52989742240545,Digalactosyldiacylglycerol synthase 2 chloroplastic,PWY-401 | zma00561,galactolipid biosynthesis I
Zm00001d013770,0,1,0,0,1,1.28093304546238,MH,5,19784669,14.6878803185735,Phosphoinositide phosphatase SAC2,PWY-6352,3-phosphoinositide biosynthesis
Zm00001d036718,1,0,0,0,1,1.27695764888327,US,6,98735107,1.3209664995825,Phospholipase D Z,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d001903,0,0,1,0,1,1.27334454589114,GH,2,2644850,4.30083112848325,Carboxylesterase SOBER1,zma00564,NA
Zm00001d043458,0,0,1,0,1,1.27334454589114,GH,3,200567232,10.1849543957175,GDSL esterase/lipase ,LIPAS-PWY,triacylglycerol degradation
Zm00001d017845,1,0,0,0,1,1.26297895128879,US,5,208604263,10.0131865842417,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d047763,1,0,0,0,1,1.26297895128879,US,9,141269647,3.3102433245023,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase  ,PHOSLIPSYN2-PWY | PWY-5269 | PWY4FS-7 | PWY4FS-8 | zma00564,superpathway of phospholipid biosynthesis II (plants) | cardiolipin biosynthesis II | phosphatidylglycerol biosynthesis I (plastidic) | phosphatidylglycerol biosynthesis II (non-plastidic)
Zm00001d032703,0,1,0,0,1,1.24375451574449,MH,1,235326227,23.015264952763,Probable methyltransferase PMT3,PHOSLIPSYN2-PWY | PWY-3385 | PWY-4762 | PWY4FS-2 | PWY4FS-3 | PWY4FS-4 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis I | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis II | phosphatidylcholine biosynthesis III | phosphatidylcholine biosynthesis IV | superpathway of phosphatidylcholine biosynthesis
Zm00001d040205,0,1,0,0,1,1.24375451574449,MH,3,32005330,57.188377857457,Non-specific phospholipase C6,zma00564,NA
Zm00001d027386,0,0,0,1,1,1.1810847094608,AN,1,4135558,16.3467950093259, phospholipase D15,LIPASYN-PWY | PWY-3561 | PWY-4762 | PWY-7039 | zma00564,"phospholipases | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidate metabolism, as a signaling molecule"
Zm00001d010463,0,0,0,1,1,1.17463994656545,AN,8,116489968,14.0197618878169,Phospholipase A1-Igamma1 chloroplastic,LIPAS-PWY | LIPASYN-PWY | PWY-6803,triacylglycerol degradation | phospholipases | phosphatidylcholine acyl editing
Zm00001d010670,1,0,0,0,1,1.11256509005226,US,8,123789609,0.438136367118583,Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic,PWY-6118 | zma00564,glycerol-3-phosphate shuttle
Zm00001d034340,1,0,0,0,1,1.08410029191347,US,1,290231131,1.21277648469316,Patatin-like protein 6,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d003990,0,0,0,1,1,1.06090376454905,AN,NA,NA,NA,Purple acid phosphatase 3,PWY-6348,phosphate acquisition
Zm00001d019218,0,0,0,1,1,1.06090376454905,AN,7,22319259,6.33438706015834,Glycerol-3-phosphate dehydrogenase [NAD(+)] 2 chloroplastic,PWY-6118,glycerol-3-phosphate shuttle
Zm00001d039153,0,0,0,1,1,1.05752268686096,AN,6,171099424,0.557558522634006,Mono-/di-acylglycerol lipase N-terminal;Lipase class 3,LIPAS-PWY,triacylglycerol degradation
Zm00001d004510,0,0,1,0,1,1.03331416066248,GH,NA,NA,NA,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d028512,0,0,0,1,1,1.01755843017493,AN,1,37675766,6.8415613521415,Phosphatidylinositol 4-phosphate 5-kinase 2,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d018554,0,0,0,1,1,1.01755843017493,AN,5,222955296,3.92417529730279,NA,LIPASYN-PWY | PWY-6803 | PWY-7416,"phospholipases | phosphatidylcholine acyl editing | phospholipid remodeling (phosphatidylcholine, yeast)"
Zm00001d016588,0,1,0,0,1,1.00242644234479,MH,5,168633635,0.012982332206067,Glycerophosphodiester phosphodiesterase GDPD2,PWY-6952 | zma00564,glycerophosphodiester degradation
Zm00001d008477,0,0,0,1,1,0.980416406640329,AN,8,9824277,0.010374539255208, receptor-like kinase4,PWY-6952,glycerophosphodiester degradation
Zm00001d008479,0,0,0,1,1,0.980416406640329,AN,8,9824277,0.010374539255208,receptor-like kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d014357,0,0,1,0,1,0.96248651436401,GH,5,42513966,0.019350324300436,Choline-phosphate cytidylyltransferase 2,PHOSLIPSYN2-PWY | PWY-3561 | PWY-4762 | PWY3O-450 | PWY4FS-2 | PWY4FS-5,superpathway of phospholipid biosynthesis II (plants) | choline biosynthesis III | superpathway of choline biosynthesis | phosphatidylcholine biosynthesis I | phosphatidylcholine biosynthesis II | superpathway of phosphatidylcholine biosynthesis
Zm00001d039416,0,0,0,1,1,0.948228224670478,AN,3,3813251,35.8255219616098,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d029979,1,0,0,0,1,0.947406583009813,US,1,97318874,4.00236809195187,Histone H3 K4-specific methyltransferase SET7/9 family protein,PWY-6351 | PWY-6352,"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis | 3-phosphoinositide biosynthesis"
Zm00001d012924,0,1,0,0,1,0.931677061207782,MH,5,1995834,0.856664227496694,Non-specific phospholipase C1,zma00564,NA
Zm00001d024212,0,1,0,0,1,0.916290731874155,MH,NA,NA,NA,Diacylglycerol kinase 2  ,PWY-7039 | zma00561 | zma00564,"phosphatidate metabolism, as a signaling molecule"
Zm00001d036773,0,0,1,0,1,0.900848658192202,GH,6,100236196,2.39606578275359,Triacylglycerol lipase 2,LIPAS-PWY,triacylglycerol degradation
Zm00001d022182,1,0,0,0,1,0.883063255612475,US,7,172178673,8.49193400293525,alpha/beta-Hydrolases superfamily protein,LIPAS-PWY,triacylglycerol degradation
Zm00001d039923,0,0,0,1,1,0.877151362936673,AN,3,19602719,2.42606064985172,PR5-like receptor kinase,PWY-6952,glycerophosphodiester degradation
Zm00001d036978,0,0,1,0,1,0.863442622435122,GH,6,108109467,42.7522646703056,HAD superfamily subfamily IIIB acid phosphatase,PWY-6348,phosphate acquisition
